QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0002_00773	K00016	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0039	ds:H00069;ds:H01762;ds:H01946	NA	ec:1.1.1.27	go:0004459	NA	NA	path:ko00010;path:ko00270;path:ko00620;path:ko00640;path:ko01100;path:ko01110;path:ko01120;path:ko04066;path:ko04922;path:ko05230;path:map00010;path:map00270;path:map00620;path:map00640;path:map01100;path:map01110;path:map01120;path:map04066;path:map04922;path:map05230	pmid:3000353	rc:RC00031;rc:RC00044	rn:R00703;rn:R01000;rn:R03104	NA	NA	LDH, ldh; L-lactate dehydrogenase
Unknown_BF302-01R0002_00775	K14155	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG1168	NA	NA	ec:4.4.1.13	go:0047804	md:M00017	NA	path:ko00270;path:ko00450;path:ko01100;path:ko01110;path:ko01230;path:map00270;path:map00450;path:map01100;path:map01110;path:map01230	pmid:15760717;pmid:7665481	rc:RC00056;rc:RC00069;rc:RC00382;rc:RC00488;rc:RC00710;rc:RC00815;rc:RC01245;rc:RC02303	rn:R00782;rn:R01286;rn:R02408;rn:R04941;rn:R12188	NA	NA	patB, malY; cysteine-S-conjugate beta-lyase
Unknown_BF302-01R0002_00776	K03709	br:ko00001;br:ko03000	NA	cog:COG1321	NA	NA	NA	NA	NA	NA	NA	pmid:15634975;pmid:18761626	NA	NA	NA	NA	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Unknown_BF302-01R0002_00777	K18887	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0002_00778	K18888	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0002_00780	K21071	br:ko00001;br:ko01000	NA	cog:COG0205	NA	NA	ec:2.7.1.11;ec:2.7.1.90	go:0003872;go:0047334	md:M00001	NA	path:ko00010;path:ko00030;path:ko00051;path:ko00052;path:ko00680;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00010;path:map00030;path:map00051;path:map00052;path:map00680;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:8550409;pmid:9055413;pmid:9555897	rc:RC00002;rc:RC00017	rn:R00756;rn:R00764;rn:R02073;rn:R03236;rn:R04779	NA	NA	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase
Unknown_BF302-01R0002_00781	K04070	br:ko00001;br:ko01000	NA	cog:COG1313	NA	NA	ec:1.97.1.4	go:0008862	NA	NA	NA	pmid:15581584	NA	NA	NA	NA	pflX; putative pyruvate formate lyase activating enzyme
Unknown_BF302-01R0002_00783	K01297	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG1619	NA	NA	ec:3.4.17.13	NA	NA	NA	NA	pmid:17384195	NA	NA	NA	NA	ldcA; muramoyltetrapeptide carboxypeptidase
Unknown_BF302-01R0002_00786	K14201	br:ko00001	NA	NA	NA	dr:D06054	NA	NA	NA	NA	path:ko05150;path:map05150	pmid:16640587;pmid:18544012;pmid:20100856	NA	NA	NA	NA	clfA; clumping factor A
Unknown_BF302-01R0002_00787	K03696	br:ko00001;br:ko03110	NA	cog:COG0542	NA	NA	NA	NA	NA	NA	NA	pmid:15554981	NA	NA	NA	NA	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
Unknown_BF302-01R0002_00789	K04485	br:ko00001;br:ko03400	NA	cog:COG1066	NA	NA	NA	NA	NA	NA	NA	pmid:12446634;pmid:23760274	NA	NA	NA	NA	radA, sms; DNA repair protein RadA/Sms
Unknown_BF302-01R0002_00790	K05825	br:ko00001;br:ko01000	NA	NA	NA	NA	NA	NA	NA	NA	path:ko00300;path:ko01100;path:ko01110;path:ko01210;path:map00300;path:map01100;path:map01110;path:map01210	pmid:15256574	rc:RC00006	rn:R01939	NA	NA	LYSN; 2-aminoadipate transaminase
Unknown_BF302-01R0002_00793	K03308	br:ko00001	NA	cog:COG0733	NA	NA	NA	go:0005328	NA	NA	NA	NA	NA	NA	tc:2.A.22.4;tc:2.A.22.5	NA	TC.NSS; neurotransmitter:Na+ symporter, NSS family
Unknown_BF302-01R0002_00798	K07658	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:map02020	pmid:16030210;pmid:20487291	NA	NA	NA	NA	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
Unknown_BF302-01R0002_00801	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0002_00802	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0002_00803	K02099	br:ko00001;br:ko03000	NA	cog:COG2207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	araC; AraC family transcriptional regulator, arabinose operon regulatory protein
Unknown_BF302-01R0002_00809	K14698	br:ko00001;br:ko02000	NA	cog:COG1132;cog:COG2375	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10231486;pmid:16385031;pmid:19948799	NA	NA	tc:3.A.1.21.1;tc:3.A.1.21.2	NA	irtA, ybtP; ATP-binding cassette, subfamily B, bacterial IrtA/YbtP
Unknown_BF302-01R0002_00810	K14699	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10231486;pmid:16385031;pmid:19948799	NA	NA	tc:3.A.1.21.1;tc:3.A.1.21.2	NA	irtB, ybtQ; ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ
Unknown_BF302-01R0002_00811	K16926	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:18931129	NA	NA	tc:3.A.1.31	NA	htsT; energy-coupling factor transport system substrate-specific component
Unknown_BF302-01R0002_00813	K01552	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ecfA; energy-coupling factor transport system ATP-binding protein
Unknown_BF302-01R0002_00815	K02574	br:ko00001	NA	cog:COG0348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	napH; ferredoxin-type protein NapH
Unknown_BF302-01R0002_00817	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0002_00818	K18940	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:10633099;pmid:10869073	NA	NA	NA	NA	arlS; two-component system, OmpR family, sensor histidine kinase ArlS
Unknown_BF302-01R0002_00820	K20976	br:ko00001;br:ko02022	NA	cog:COG2198	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02025;path:map02020;path:map02025	pmid:18256026	NA	NA	NA	NA	hptB; histidine phosphotransfer protein HptB
Unknown_BF302-01R0002_00823	K03292	br:ko00001	NA	cog:COG2211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:2.A.2	NA	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family
Unknown_BF302-01R0002_00824	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0002_00825	K05501	br:ko00001;br:ko03000;br:ko03036	NA	cog:COG1309	NA	NA	NA	NA	NA	NA	NA	pmid:15916962;pmid:21113127	NA	NA	NA	NA	slmA, ttk; TetR/AcrR family transcriptional regulator
Unknown_BF302-01R0002_00827	K08591	br:ko00001;br:ko01000;br:ko01004	NA	cog:COG0344	NA	NA	ec:2.3.1.275	go:0043772	NA	NA	path:ko00561;path:ko00564;path:ko01100;path:ko01110;path:map00561;path:map00564;path:map01100;path:map01110	pmid:17645809	rc:RC00041;rc:RC03568	rn:R12241	NA	NA	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase
Unknown_BF302-01R0002_00828	K03429	br:ko00001;br:ko01000;br:ko01003	cazy:GT28	cog:COG0707	NA	NA	ec:2.4.1.315	NA	NA	NA	path:ko00552;path:ko00561;path:ko01100;path:map00552;path:map00561;path:map01100	pmid:9720862	rc:RC00005;rc:RC00059	rn:R02689;rn:R04377;rn:R12898;rn:R12899	NA	NA	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase
Unknown_BF302-01R0002_00829	K24180	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mleP; malate permease and related proteins
Unknown_BF302-01R0002_00830	K02030	br:ko00001;br:ko02000	NA	cog:COG0834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.S; polar amino acid transport system substrate-binding protein
Unknown_BF302-01R0002_00831	K02029	br:ko00001;br:ko02000	NA	cog:COG0765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.P; polar amino acid transport system permease protein
Unknown_BF302-01R0002_00832	K02028	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1126	NA	NA	ec:7.4.2.1	go:0015426	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.A; polar amino acid transport system ATP-binding protein
Unknown_BF302-01R0002_00833	K01610	br:ko00001;br:ko01000	NA	cog:COG1866	NA	NA	ec:4.1.1.49	go:0004612	md:M00003;md:M00170	NA	path:ko00010;path:ko00020;path:ko00620;path:ko00710;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:map00010;path:map00020;path:map00620;path:map00710;path:map01100;path:map01110;path:map01120;path:map01200	pmid:1701430;pmid:17283014	rc:RC00002;rc:RC02741	rn:R00341	NA	NA	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)
Unknown_BF302-01R0002_00834	K01653	br:ko00001;br:ko01000	NA	cog:COG0440	NA	NA	ec:2.2.1.6	go:0003984	md:M00019;md:M00570	NA	path:ko00290;path:ko00650;path:ko00660;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00650;path:map00660;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	NA	rc:RC00027;rc:RC00106;rc:RC01192;rc:RC02744;rc:RC02893	rn:R00006;rn:R00014;rn:R00226;rn:R03050;rn:R04672;rn:R04673;rn:R08648	NA	NA	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit
Unknown_BF302-01R0002_00835	K00053	br:ko00001;br:ko01000	NA	cog:COG0059	NA	NA	ec:1.1.1.86	go:0004455	md:M00019;md:M00570	NA	path:ko00290;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	pmid:25172159;pmid:3003115	rc:RC00726;rc:RC00836;rc:RC00837;rc:RC01726	rn:R03051;rn:R04439;rn:R04440;rn:R05068;rn:R05069;rn:R05071	NA	NA	ilvC; ketol-acid reductoisomerase
Unknown_BF302-01R0002_00836	K01869	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016;br:ko03029	NA	cog:COG0495	ds:H01367;ds:H02095	NA	ec:6.1.1.4	go:0004823	NA	NA	path:ko00970;path:map00970	pmid:18682559;pmid:19379069	rc:RC00055;rc:RC00523	rn:R03657	NA	NA	LARS, leuS; leucyl-tRNA synthetase
Unknown_BF302-01R0002_00838	K11921	br:ko00001;br:ko03000	NA	cog:COG0583	NA	NA	NA	NA	NA	NA	NA	pmid:1592818	NA	NA	NA	NA	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator
Unknown_BF302-01R0002_00839	K01703	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0065	NA	NA	ec:4.2.1.33;ec:4.2.1.35	go:0003861	md:M00432;md:M00535	NA	path:ko00290;path:ko00660;path:ko00966;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00660;path:map00966;path:map01100;path:map01110;path:map01210;path:map01230	pmid:17449626	rc:RC00497;rc:RC00976;rc:RC00977;rc:RC01041;rc:RC01046;rc:RC03072	rn:R03896;rn:R03898;rn:R03968;rn:R04001;rn:R08620;rn:R08624;rn:R08628;rn:R08634;rn:R08641;rn:R08645;rn:R10170	NA	NA	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
Unknown_BF302-01R0002_00840	K01704	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0066	NA	NA	ec:4.2.1.33;ec:4.2.1.35	go:0003861	md:M00432;md:M00535	NA	path:ko00290;path:ko00660;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00660;path:map01100;path:map01110;path:map01210;path:map01230	pmid:17449626	rc:RC00976;rc:RC00977;rc:RC01041;rc:RC01046;rc:RC03072	rn:R03896;rn:R03898;rn:R03968;rn:R04001;rn:R10170	NA	NA	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit
Unknown_BF302-01R0002_00841	K01733	br:ko00001;br:ko01000	NA	cog:COG0498	NA	NA	ec:4.2.3.1	go:0004795	md:M00018	NA	path:ko00260;path:ko00750;path:ko01100;path:ko01110;path:ko01120;path:ko01230;path:map00260;path:map00750;path:map01100;path:map01110;path:map01120;path:map01230	NA	rc:RC00017;rc:RC00526	rn:R01466;rn:R05086	NA	NA	thrC; threonine synthase
Unknown_BF302-01R0002_00843	K06381	br:ko00001	NA	cog:COG2385	NA	NA	NA	NA	NA	NA	NA	pmid:20382772	NA	NA	NA	NA	spoIID; stage II sporulation protein D
Unknown_BF302-01R0002_00845	K01889	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0016	ds:H00266;ds:H00891;ds:H02466	NA	ec:6.1.1.20	go:0004826	NA	NA	path:ko00970;path:map00970	pmid:19379069	rc:RC00055;rc:RC00523	rn:R03660	NA	NA	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain
Unknown_BF302-01R0002_00846	K01890	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0072	ds:H02466	NA	ec:6.1.1.20	go:0004826	NA	NA	path:ko00970;path:map00970	pmid:19379069	rc:RC00055;rc:RC00523	rn:R03660	NA	NA	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain
Unknown_BF302-01R0002_00847	K07568	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0809	NA	NA	ec:2.4.99.17	NA	NA	NA	NA	pmid:12731872	NA	rn:R10220	NA	NA	queA; S-adenosylmethionine:tRNA ribosyltransferase-isomerase
Unknown_BF302-01R0002_00849	K00800	br:ko00001;br:ko01000	NA	cog:COG0128	NA	NA	ec:2.5.1.19	go:0003866	md:M00022	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	pmid:11483005;pmid:11607190	rc:RC00350	rn:R03460	NA	NA	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase
Unknown_BF302-01R0002_00850	K04517	br:ko00001;br:ko01000	NA	cog:COG0287	NA	NA	ec:1.3.1.12	go:0008977	md:M00025	NA	path:ko00400;path:ko00401;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map00401;path:map01100;path:map01110;path:map01230	pmid:16889979	rc:RC00125	rn:R01728	NA	NA	tyrA2; prephenate dehydrogenase
Unknown_BF302-01R0002_00851	K02355	br:ko00001;br:ko03012;br:ko03029	NA	cog:COG0480	ds:H00891	NA	NA	go:0003746	NA	NA	NA	pmid:15196894;pmid:18213444;pmid:19716793	NA	NA	NA	NA	fusA, GFM, EFG; elongation factor G
Unknown_BF302-01R0002_00856	K05942	br:ko00001;br:ko01000	NA	cog:COG0119	NA	NA	ec:2.3.3.3	go:0050450	md:M00009;md:M00010	NA	path:ko00020;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:17400742;pmid:21784924	rc:RC00004;rc:RC00067	rn:R00351	NA	NA	E2.3.3.3; citrate (Re)-synthase
Unknown_BF302-01R0002_00858	K00031	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0538	ds:H00042;ds:H01225;ds:H01481;ds:H01892;ds:H02410;ds:H02412	dr:D10901;dr:D11044;dr:D11090;dr:D11834;dr:D11835	ec:1.1.1.42	go:0004450	md:M00009;md:M00010;md:M00173;md:M00740	NA	path:ko00020;path:ko00480;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:ko04146;path:ko05230;path:map00020;path:map00480;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230;path:map04146;path:map05230	pmid:12207025;pmid:8593959;pmid:9325430	rc:RC00001;rc:RC00084;rc:RC00114;rc:RC00626;rc:RC02801	rn:R00267;rn:R00268;rn:R01899	NA	NA	IDH1, IDH2, icd; isocitrate dehydrogenase
Unknown_BF302-01R0002_00859	K01926	br:ko00001;br:ko03000	NA	cog:COG2344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rex; redox-sensing transcriptional repressor
Unknown_BF302-01R0002_00860	K23997	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:4.2.1.136;ec:5.1.99.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	nnr; ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase
Unknown_BF302-01R0002_00861	K01775	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0787	NA	dr:D00877	ec:5.1.1.1	go:0008784	NA	NA	path:ko00470;path:ko01100;path:ko01502;path:map00470;path:map01100;path:map01502	pmid:18434499	rc:RC00285	rn:R00401	NA	NA	alr; alanine racemase
Unknown_BF302-01R0002_00862	K07171	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG2337	NA	NA	NA	NA	NA	NA	NA	pmid:15316771;pmid:15537630	NA	NA	NA	NA	mazF, ndoA, chpA; mRNA interferase MazF
Unknown_BF302-01R0002_00863	K03699	br:ko00001;br:ko02000;br:ko02042	NA	cog:COG1253	NA	NA	NA	NA	NA	NA	NA	pmid:18389311;pmid:27933050	NA	NA	tc:1.A.112.2	NA	tlyC; magnesium and cobalt exporter, CNNM family
Unknown_BF302-01R0002_00865	K00703	br:ko00001;br:ko01000;br:ko01003	cazy:GT5	cog:COG0297	NA	NA	ec:2.4.1.21	go:0009011	md:M00565;md:M00854	NA	path:ko00500;path:ko01100;path:ko01110;path:ko02026;path:map00500;path:map01100;path:map01110;path:map02026	pmid:1339262	rc:RC00005	rn:R02421	NA	NA	glgA; starch synthase
Unknown_BF302-01R0002_00866	K03466	br:ko00001;br:ko03036	NA	cog:COG1674	NA	NA	NA	NA	NA	NA	NA	pmid:11703663;pmid:18363794	NA	NA	tc:3.A.12	NA	ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
Unknown_BF302-01R0002_00867	K01938	br:ko00001;br:ko01000	NA	cog:COG2759	NA	NA	ec:6.3.4.3	go:0004329	md:M00140;md:M00377	NA	path:ko00670;path:ko00720;path:ko01100;path:ko01120;path:ko01200;path:ko01240;path:map00670;path:map00720;path:map01100;path:map01120;path:map01200;path:map01240	pmid:9045814	rc:RC00026;rc:RC00111	rn:R00943	NA	NA	fhs; formate--tetrahydrofolate ligase
Unknown_BF302-01R0002_00868	K01491	br:ko00001;br:ko01000	NA	cog:COG0190	NA	NA	ec:1.5.1.5;ec:3.5.4.9	go:0004477;go:0004488	md:M00140;md:M00377	NA	path:ko00670;path:ko00720;path:ko01100;path:ko01120;path:ko01200;path:ko01240;path:map00670;path:map00720;path:map01100;path:map01120;path:map01200;path:map01240	pmid:1748668	rc:RC00202;rc:RC00578	rn:R01220;rn:R01655	NA	NA	folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase
Unknown_BF302-01R0002_00870	K14170	br:ko00001;br:ko01000	NA	cog:COG0077;cog:COG1605	NA	NA	ec:4.2.1.51;ec:5.4.99.5	go:0004106;go:0004664	md:M00024;md:M00025;md:M00040	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	pmid:9497350	rc:RC00360;rc:RC03116	rn:R00691;rn:R01373;rn:R01715	NA	NA	pheA; chorismate mutase / prephenate dehydratase
Unknown_BF302-01R0002_00871	K02520	br:ko00001;br:ko03012;br:ko03029	NA	cog:COG0290	NA	NA	NA	go:0003743	NA	NA	NA	pmid:12095986;pmid:15196894;pmid:19011758	NA	NA	NA	NA	infC, MTIF3; translation initiation factor IF-3
Unknown_BF302-01R0002_00872	K02916	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0291	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:18037435	NA	NA	NA	NA	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35
Unknown_BF302-01R0002_00873	K02887	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0292	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:18037435	NA	NA	NA	NA	RP-L20, MRPL20, rplT; large subunit ribosomal protein L20
Unknown_BF302-01R0002_00875	K01784	br:ko00001;br:ko01000	NA	cog:COG1087	ds:H00070;ds:H02010	NA	ec:5.1.3.2	go:0003978	md:M00632	NA	path:ko00052;path:ko00520;path:ko00541;path:ko01100;path:ko01250;path:map00052;path:map00520;path:map00541;path:map01100;path:map01250	pmid:14764091;pmid:9538513	rc:RC00289	rn:R00291;rn:R02984	NA	NA	galE, GALE; UDP-glucose 4-epimerase
Unknown_BF302-01R0002_00877	K09748	br:ko00001;br:ko03009	NA	cog:COG0779	NA	NA	NA	NA	NA	NA	NA	pmid:19150615	NA	NA	NA	NA	rimP; ribosome maturation factor RimP
Unknown_BF302-01R0002_00878	K02600	br:ko00001;br:ko03009;br:ko03021	NA	cog:COG0195	NA	NA	NA	go:0003715;go:0006353	NA	NA	NA	pmid:19515940;pmid:26872975	NA	NA	NA	NA	nusA; transcription termination/antitermination protein NusA
Unknown_BF302-01R0002_00879	K07742	br:ko00001	NA	cog:COG2740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ylxR; uncharacterized protein
Unknown_BF302-01R0002_00881	K02519	br:ko00001;br:ko03012;br:ko03029	NA	cog:COG0532	NA	NA	NA	go:0003743	NA	NA	NA	pmid:1374802;pmid:15196894;pmid:19011758	NA	NA	NA	NA	infB, MTIF2; translation initiation factor IF-2
Unknown_BF302-01R0002_00882	K02834	br:ko00001;br:ko03009	NA	cog:COG0858	NA	NA	NA	NA	NA	NA	NA	pmid:9422595	NA	NA	NA	NA	rbfA; ribosome-binding factor A
Unknown_BF302-01R0002_00883	K06881	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0618	NA	NA	ec:3.1.13.3;ec:3.1.3.7	go:0008441;go:0008946	NA	NA	path:ko00920;path:ko01100;path:ko01120;path:map00920;path:map01100;path:map01120	pmid:17586819;pmid:21087930	rc:RC00078	rn:R00188;rn:R00508	NA	NA	nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA
Unknown_BF302-01R0002_00884	K03177	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0130	NA	NA	ec:5.4.99.25	go:0009982	NA	NA	NA	pmid:11142385;pmid:9358157	NA	NA	NA	NA	truB, PUS4, TRUB1; tRNA pseudouridine55 synthase
Unknown_BF302-01R0002_00885	K11753	br:ko00001;br:ko01000	NA	cog:COG0196	NA	NA	ec:2.7.1.26;ec:2.7.7.2	go:0003919;go:0008531	md:M00125	NA	path:ko00740;path:ko01100;path:ko01110;path:ko01240;path:map00740;path:map01100;path:map01110;path:map01240	NA	rc:RC00002;rc:RC00017	rn:R00161;rn:R00549	NA	NA	ribF; riboflavin kinase / FMN adenylyltransferase
Unknown_BF302-01R0002_00886	K21471	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG0791;cog:COG3883	NA	NA	NA	NA	NA	NA	NA	pmid:16233686	NA	NA	NA	NA	cwlO; peptidoglycan DL-endopeptidase CwlO
Unknown_BF302-01R0002_00887	K02956	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0184	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:14651932;pmid:17277072	NA	NA	NA	NA	RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15
Unknown_BF302-01R0002_00888	K00962	br:ko00001;br:ko01000;br:ko03016;br:ko03019	NA	cog:COG1185	ds:H00605;ds:H00891	NA	ec:2.7.7.8	go:0004654	NA	NA	path:ko03018;path:map03018	pmid:16766188;pmid:17447862;pmid:18083836	NA	NA	NA	NA	pnp, PNPT1; polyribonucleotide nucleotidyltransferase
Unknown_BF302-01R0002_00889	K17734	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG1404	NA	NA	NA	NA	NA	NA	NA	pmid:17884659	NA	NA	NA	NA	aprX; serine protease AprX
Unknown_BF302-01R0002_00890	K06131	br:ko00001;br:ko01000	NA	cog:COG1502	NA	NA	NA	go:0008808	NA	NA	path:ko00564;path:ko01100;path:map00564;path:map01100	pmid:22988102	rc:RC00017	rn:R07390	NA	NA	clsA_B; cardiolipin synthase A/B
Unknown_BF302-01R0002_00891	K02190	br:ko00001;br:ko01000	NA	cog:COG4822	NA	NA	ec:4.99.1.3	go:0016852	md:M00924	NA	path:ko00860;path:ko01100;path:ko01240;path:map00860;path:map01100;path:map01240	pmid:10451360;pmid:8501034	rc:RC01012	rn:R05807	NA	NA	cbiK; sirohydrochlorin cobaltochelatase
Unknown_BF302-01R0002_00893	K25034	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	btuF; cobalamin transport system substrate-binding protein
Unknown_BF302-01R0002_00894	K25027	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	btuC; cobalamin transport system permease protein
Unknown_BF302-01R0002_00895	K25028	br:ko00001;br:ko01000;br:ko02000	NA	NA	NA	NA	ec:7.6.2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	btuD; cobalamin transport system ATP-binding protein
