QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0003_00542	K01133	br:ko00001;br:ko01000	NA	cog:COG3119	NA	NA	ec:3.1.6.6	NA	NA	NA	NA	pmid:9736747	NA	NA	NA	NA	betC; choline-sulfatase
Unknown_BF302-01R0003_00543	K07090	br:ko00001	NA	cog:COG0730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07090; uncharacterized protein
Unknown_BF302-01R0003_00544	K06871	br:ko00001	NA	cog:COG0641	NA	NA	NA	NA	NA	NA	NA	pmid:1429442	NA	NA	NA	NA	K06871; uncharacterized protein
Unknown_BF302-01R0003_00545	K03292	br:ko00001	NA	cog:COG2211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:2.A.2	NA	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family
Unknown_BF302-01R0003_00548	K02574	br:ko00001	NA	cog:COG0348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	napH; ferredoxin-type protein NapH
Unknown_BF302-01R0003_00550	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0003_00551	K18940	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:10633099;pmid:10869073	NA	NA	NA	NA	arlS; two-component system, OmpR family, sensor histidine kinase ArlS
Unknown_BF302-01R0003_00553	K20976	br:ko00001;br:ko02022	NA	cog:COG2198	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02025;path:map02020;path:map02025	pmid:18256026	NA	NA	NA	NA	hptB; histidine phosphotransfer protein HptB
Unknown_BF302-01R0003_00556	K03292	br:ko00001	NA	cog:COG2211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:2.A.2	NA	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family
Unknown_BF302-01R0003_00557	K01190	br:ko00001;br:ko01000	cazy:GH2	cog:COG3250	NA	NA	ec:3.2.1.23	go:0004565	NA	NA	path:ko00052;path:ko00511;path:ko00600;path:ko01100;path:map00052;path:map00511;path:map00600;path:map01100	NA	rc:RC00049;rc:RC00452	rn:R01105;rn:R01678;rn:R03355;rn:R04783;rn:R06114	NA	NA	lacZ; beta-galactosidase
Unknown_BF302-01R0003_00558	K05501	br:ko00001;br:ko03000;br:ko03036	NA	cog:COG1309	NA	NA	NA	NA	NA	NA	NA	pmid:15916962;pmid:21113127	NA	NA	NA	NA	slmA, ttk; TetR/AcrR family transcriptional regulator
Unknown_BF302-01R0003_00574	K08591	br:ko00001;br:ko01000;br:ko01004	NA	cog:COG0344	NA	NA	ec:2.3.1.275	go:0043772	NA	NA	path:ko00561;path:ko00564;path:ko01100;path:ko01110;path:map00561;path:map00564;path:map01100;path:map01110	pmid:17645809	rc:RC00041;rc:RC03568	rn:R12241	NA	NA	plsY; acyl phosphate:glycerol-3-phosphate acyltransferase
Unknown_BF302-01R0003_00575	K03429	br:ko00001;br:ko01000;br:ko01003	cazy:GT28	cog:COG0707	NA	NA	ec:2.4.1.315	NA	NA	NA	path:ko00552;path:ko00561;path:ko01100;path:map00552;path:map00561;path:map01100	pmid:9720862	rc:RC00005;rc:RC00059	rn:R02689;rn:R04377;rn:R12898;rn:R12899	NA	NA	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase
Unknown_BF302-01R0003_00576	K24180	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mleP; malate permease and related proteins
Unknown_BF302-01R0003_00577	K02030	br:ko00001;br:ko02000	NA	cog:COG0834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.S; polar amino acid transport system substrate-binding protein
Unknown_BF302-01R0003_00578	K02029	br:ko00001;br:ko02000	NA	cog:COG0765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.P; polar amino acid transport system permease protein
Unknown_BF302-01R0003_00579	K02028	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1126	NA	NA	ec:7.4.2.1	go:0015426	NA	NA	NA	NA	NA	NA	tc:3.A.1.3	NA	ABC.PA.A; polar amino acid transport system ATP-binding protein
Unknown_BF302-01R0003_00580	K01610	br:ko00001;br:ko01000	NA	cog:COG1866	NA	NA	ec:4.1.1.49	go:0004612	md:M00003;md:M00170	NA	path:ko00010;path:ko00020;path:ko00620;path:ko00710;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:map00010;path:map00020;path:map00620;path:map00710;path:map01100;path:map01110;path:map01120;path:map01200	pmid:1701430;pmid:17283014	rc:RC00002;rc:RC02741	rn:R00341	NA	NA	E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)
Unknown_BF302-01R0003_00581	K01653	br:ko00001;br:ko01000	NA	cog:COG0440	NA	NA	ec:2.2.1.6	go:0003984	md:M00019;md:M00570	NA	path:ko00290;path:ko00650;path:ko00660;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00650;path:map00660;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	NA	rc:RC00027;rc:RC00106;rc:RC01192;rc:RC02744;rc:RC02893	rn:R00006;rn:R00014;rn:R00226;rn:R03050;rn:R04672;rn:R04673;rn:R08648	NA	NA	E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit
Unknown_BF302-01R0003_00582	K00053	br:ko00001;br:ko01000	NA	cog:COG0059	NA	NA	ec:1.1.1.86	go:0004455	md:M00019;md:M00570	NA	path:ko00290;path:ko00770;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00770;path:map01100;path:map01110;path:map01210;path:map01230	pmid:25172159;pmid:3003115	rc:RC00726;rc:RC00836;rc:RC00837;rc:RC01726	rn:R03051;rn:R04439;rn:R04440;rn:R05068;rn:R05069;rn:R05071	NA	NA	ilvC; ketol-acid reductoisomerase
Unknown_BF302-01R0003_00583	K01869	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016;br:ko03029	NA	cog:COG0495	ds:H01367;ds:H02095	NA	ec:6.1.1.4	go:0004823	NA	NA	path:ko00970;path:map00970	pmid:18682559;pmid:19379069	rc:RC00055;rc:RC00523	rn:R03657	NA	NA	LARS, leuS; leucyl-tRNA synthetase
Unknown_BF302-01R0003_00585	K11921	br:ko00001;br:ko03000	NA	cog:COG0583	NA	NA	NA	NA	NA	NA	NA	pmid:1592818	NA	NA	NA	NA	cynR; LysR family transcriptional regulator, cyn operon transcriptional activator
Unknown_BF302-01R0003_00586	K01703	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0065	NA	NA	ec:4.2.1.33;ec:4.2.1.35	go:0003861	md:M00432;md:M00535	NA	path:ko00290;path:ko00660;path:ko00966;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00660;path:map00966;path:map01100;path:map01110;path:map01210;path:map01230	pmid:17449626	rc:RC00497;rc:RC00976;rc:RC00977;rc:RC01041;rc:RC01046;rc:RC03072	rn:R03896;rn:R03898;rn:R03968;rn:R04001;rn:R08620;rn:R08624;rn:R08628;rn:R08634;rn:R08641;rn:R08645;rn:R10170	NA	NA	leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit
Unknown_BF302-01R0003_00587	K01704	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0066	NA	NA	ec:4.2.1.33;ec:4.2.1.35	go:0003861	md:M00432;md:M00535	NA	path:ko00290;path:ko00660;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00660;path:map01100;path:map01110;path:map01210;path:map01230	pmid:17449626	rc:RC00976;rc:RC00977;rc:RC01041;rc:RC01046;rc:RC03072	rn:R03896;rn:R03898;rn:R03968;rn:R04001;rn:R10170	NA	NA	leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit
Unknown_BF302-01R0003_00589	K01733	br:ko00001;br:ko01000	NA	cog:COG0498	NA	NA	ec:4.2.3.1	go:0004795	md:M00018	NA	path:ko00260;path:ko00750;path:ko01100;path:ko01110;path:ko01120;path:ko01230;path:map00260;path:map00750;path:map01100;path:map01110;path:map01120;path:map01230	NA	rc:RC00017;rc:RC00526	rn:R01466;rn:R05086	NA	NA	thrC; threonine synthase
Unknown_BF302-01R0003_00591	K03413	br:ko00001;br:ko02022;br:ko02035	NA	cog:COG0784	NA	NA	NA	NA	NA	NA	path:ko02020;path:ko02030;path:map02020;path:map02030	pmid:12920116;pmid:19203648	NA	NA	NA	NA	cheY; two-component system, chemotaxis family, chemotaxis protein CheY
Unknown_BF302-01R0003_00593	K06381	br:ko00001	NA	cog:COG2385	NA	NA	NA	NA	NA	NA	NA	pmid:20382772	NA	NA	NA	NA	spoIID; stage II sporulation protein D
Unknown_BF302-01R0003_00596	K04485	br:ko00001;br:ko03400	NA	cog:COG1066	NA	NA	NA	NA	NA	NA	NA	pmid:12446634;pmid:23760274	NA	NA	NA	NA	radA, sms; DNA repair protein RadA/Sms
Unknown_BF302-01R0003_00598	K03696	br:ko00001;br:ko03110	NA	cog:COG0542	NA	NA	NA	NA	NA	NA	NA	pmid:15554981	NA	NA	NA	NA	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC
Unknown_BF302-01R0003_00599	K14201	br:ko00001	NA	NA	NA	dr:D06054	NA	NA	NA	NA	path:ko05150;path:map05150	pmid:16640587;pmid:18544012;pmid:20100856	NA	NA	NA	NA	clfA; clumping factor A
Unknown_BF302-01R0003_00602	K01297	br:ko00001;br:ko01000;br:ko01002;br:ko01011	NA	cog:COG1619	NA	NA	ec:3.4.17.13	NA	NA	NA	NA	pmid:17384195	NA	NA	NA	NA	ldcA; muramoyltetrapeptide carboxypeptidase
Unknown_BF302-01R0003_00604	K04070	br:ko00001;br:ko01000	NA	cog:COG1313	NA	NA	ec:1.97.1.4	go:0008862	NA	NA	NA	pmid:15581584	NA	NA	NA	NA	pflX; putative pyruvate formate lyase activating enzyme
Unknown_BF302-01R0003_00605	K21071	br:ko00001;br:ko01000	NA	cog:COG0205	NA	NA	ec:2.7.1.11;ec:2.7.1.90	go:0003872;go:0047334	md:M00001	NA	path:ko00010;path:ko00030;path:ko00051;path:ko00052;path:ko00680;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00010;path:map00030;path:map00051;path:map00052;path:map00680;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:8550409;pmid:9055413;pmid:9555897	rc:RC00002;rc:RC00017	rn:R00756;rn:R00764;rn:R02073;rn:R03236;rn:R04779	NA	NA	pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase
Unknown_BF302-01R0003_00607	K18888	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0003_00608	K18887	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0003_00609	K03709	br:ko00001;br:ko03000	NA	cog:COG1321	NA	NA	NA	NA	NA	NA	NA	pmid:15634975;pmid:18761626	NA	NA	NA	NA	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Unknown_BF302-01R0003_00610	K14155	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG1168	NA	NA	ec:4.4.1.13	go:0047804	md:M00017	NA	path:ko00270;path:ko00450;path:ko01100;path:ko01110;path:ko01230;path:map00270;path:map00450;path:map01100;path:map01110;path:map01230	pmid:15760717;pmid:7665481	rc:RC00056;rc:RC00069;rc:RC00382;rc:RC00488;rc:RC00710;rc:RC00815;rc:RC01245;rc:RC02303	rn:R00782;rn:R01286;rn:R02408;rn:R04941;rn:R12188	NA	NA	patB, malY; cysteine-S-conjugate beta-lyase
Unknown_BF302-01R0003_00612	K00016	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0039	ds:H00069;ds:H01762;ds:H01946	NA	ec:1.1.1.27	go:0004459	NA	NA	path:ko00010;path:ko00270;path:ko00620;path:ko00640;path:ko01100;path:ko01110;path:ko01120;path:ko04066;path:ko04922;path:ko05230;path:map00010;path:map00270;path:map00620;path:map00640;path:map01100;path:map01110;path:map01120;path:map04066;path:map04922;path:map05230	pmid:3000353	rc:RC00031;rc:RC00044	rn:R00703;rn:R01000;rn:R03104	NA	NA	LDH, ldh; L-lactate dehydrogenase
Unknown_BF302-01R0003_00613	K01649	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0119	NA	NA	ec:2.3.3.13	go:0003852	md:M00432	NA	path:ko00290;path:ko00620;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:map00290;path:map00620;path:map01100;path:map01110;path:map01210;path:map01230	pmid:4976555	rc:RC00004;rc:RC00470;rc:RC02754	rn:R01213	NA	NA	leuA, IMS; 2-isopropylmalate synthase
Unknown_BF302-01R0003_00617	K00949	br:ko00001;br:ko01000	NA	cog:COG1564	ds:H01567	NA	ec:2.7.6.2	go:0004788	md:M00897;md:M00898	NA	path:ko00730;path:ko01100;path:ko01240;path:map00730;path:map01100;path:map01240	pmid:11342111	rc:RC00002;rc:RC00017	rn:R00619	NA	NA	thiN, TPK1, THI80; thiamine pyrophosphokinase
Unknown_BF302-01R0003_00618	K01783	br:ko00001;br:ko01000	NA	cog:COG0036	NA	NA	ec:5.1.3.1	go:0004750	md:M00004;md:M00007	NA	path:ko00030;path:ko00040;path:ko00710;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00030;path:map00040;path:map00710;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:9843485	rc:RC00540	rn:R01529	NA	NA	rpe, RPE; ribulose-phosphate 3-epimerase
Unknown_BF302-01R0003_00619	K06949	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1162	NA	NA	ec:3.1.3.100	go:0042131	NA	NA	path:ko00730;path:ko01100;path:map00730;path:map01100	pmid:19575570;pmid:19888457	rc:RC00002;rc:RC00017	rn:R00615;rn:R02135	NA	NA	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase
Unknown_BF302-01R0003_00620	K12132	br:ko00001;br:ko01000;br:ko01001	NA	cog:COG0515;cog:COG2815	NA	NA	ec:2.7.11.1	NA	NA	NA	NA	pmid:11160079;pmid:12406230;pmid:22431591	NA	NA	NA	NA	prkC, stkP; eukaryotic-like serine/threonine-protein kinase
Unknown_BF302-01R0003_00621	K20074	br:ko00001;br:ko01000;br:ko01009	NA	cog:COG0631	NA	NA	ec:3.1.3.16	go:0004722	NA	NA	NA	pmid:10986276;pmid:22431591	NA	NA	NA	NA	prpC, phpP; PPM family protein phosphatase
Unknown_BF302-01R0003_00622	K06941	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG0820	NA	NA	ec:2.1.1.192	go:0070040	NA	NA	NA	pmid:18025251	NA	NA	NA	NA	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase
Unknown_BF302-01R0003_00623	K03500	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG0144	NA	NA	ec:2.1.1.176	go:0009383	NA	NA	NA	pmid:10026269;pmid:10194318	NA	NA	NA	NA	rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase
Unknown_BF302-01R0003_00624	K06973	br:ko00001	NA	cog:COG2738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K06973; uncharacterized protein
Unknown_BF302-01R0003_00625	K00604	br:ko00001;br:ko01000	NA	cog:COG0223	ds:H00473;ds:H00891	NA	ec:2.1.2.9	go:0004479	NA	NA	path:ko00670;path:ko00970;path:ko01100;path:map00670;path:map00970;path:map01100	pmid:12549912;pmid:1624424;pmid:21907147	rc:RC00026;rc:RC00165	rn:R03940	NA	NA	MTFMT, fmt; methionyl-tRNA formyltransferase
Unknown_BF302-01R0003_00626	K01462	br:ko00001;br:ko01000	NA	cog:COG0242	NA	NA	ec:3.5.1.88	go:0042586	NA	NA	NA	pmid:11060042	NA	NA	NA	NA	PDF, def; peptide deformylase
Unknown_BF302-01R0003_00627	K04066	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1198	NA	NA	NA	NA	NA	NA	path:ko03440;path:map03440	pmid:20097140	NA	NA	NA	NA	priA; primosomal protein N' (replication factor Y) (superfamily II helicase)
Unknown_BF302-01R0003_00628	K00610	br:ko00001	NA	cog:COG1781	NA	NA	NA	NA	md:M00051	NA	path:ko00240;path:ko00250;path:ko01100;path:ko01240;path:map00240;path:map00250;path:map01100;path:map01240	pmid:6364131	rc:RC00064;rc:RC02850	rn:R01397	NA	NA	pyrI; aspartate carbamoyltransferase regulatory subunit
Unknown_BF302-01R0003_00629	K00609	br:ko00001;br:ko01000	NA	cog:COG0540	NA	NA	ec:2.1.3.2	go:0004070	md:M00051	NA	path:ko00240;path:ko00250;path:ko01100;path:ko01240;path:map00240;path:map00250;path:map01100;path:map01240	pmid:6302686	rc:RC00064;rc:RC02850	rn:R01397	NA	NA	pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit
Unknown_BF302-01R0003_00631	K03686	br:ko00001;br:ko03029;br:ko03110	NA	cog:COG0484	NA	NA	NA	NA	NA	NA	NA	pmid:16952052;pmid:9353316	NA	NA	NA	NA	dnaJ; molecular chaperone DnaJ
Unknown_BF302-01R0003_00635	K00876	br:ko00001;br:ko01000	NA	cog:COG0572	NA	NA	ec:2.7.1.48	go:0004849	NA	NA	path:ko00240;path:ko00983;path:ko01100;path:ko01232;path:map00240;path:map00983;path:map01100;path:map01232	pmid:11306702	rc:RC00002;rc:RC00017	rn:R00513;rn:R00517;rn:R00964;rn:R00968;rn:R08232	NA	NA	udk, UCK; uridine kinase
Unknown_BF302-01R0003_00636	K06967	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG2384	NA	NA	ec:2.1.1.217	go:0016429	NA	NA	NA	pmid:18420655	NA	NA	NA	NA	trmK; tRNA (adenine22-N1)-methyltransferase
Unknown_BF302-01R0003_00637	K03086	br:ko00001;br:ko03021	NA	cog:COG0568	NA	NA	NA	go:0016987	NA	NA	path:ko02040;path:map02040	pmid:8289270	NA	NA	NA	NA	rpoD; RNA polymerase primary sigma factor
Unknown_BF302-01R0003_00638	K02316	br:ko00001;br:ko01000;br:ko03032	NA	cog:COG0358	NA	NA	ec:2.7.7.101	go:0003896	NA	NA	path:ko03030;path:map03030	pmid:1511009	NA	NA	NA	NA	dnaG; DNA primase
Unknown_BF302-01R0003_00639	K01129	br:ko00001;br:ko01000	NA	cog:COG0232	NA	NA	ec:3.1.5.1	go:0008832	NA	NA	path:ko00230;path:ko01100;path:ko01232;path:map00230;path:map01100;path:map01232	pmid:2157212	rc:RC00017	rn:R01856	NA	NA	dgt; dGTPase
Unknown_BF302-01R0003_00642	K01620	br:ko00001;br:ko01000	NA	cog:COG2008	NA	NA	ec:4.1.2.48	go:0004793;go:0008732	NA	NA	path:ko00260;path:ko01100;path:ko01110;path:ko01120;path:ko01230;path:map00260;path:map01100;path:map01110;path:map01120;path:map01230	pmid:17172352;pmid:9692922	rc:RC00312;rc:RC00372	rn:R00751;rn:R06171	NA	NA	ltaE; threonine aldolase
Unknown_BF302-01R0003_00645	K07726	br:ko00001;br:ko03000	NA	cog:COG2944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07726; putative transcriptional regulator
Unknown_BF302-01R0003_00648	K10947	br:ko00001;br:ko03000	NA	cog:COG1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	padR; PadR family transcriptional regulator, regulatory protein PadR
Unknown_BF302-01R0003_00652	K03555	br:ko00001;br:ko03400	NA	cog:COG0249	NA	NA	NA	NA	NA	NA	path:ko03430;path:map03430	pmid:22367846	NA	NA	NA	NA	mutS; DNA mismatch repair protein MutS
Unknown_BF302-01R0003_00656	K01447	br:ko00001;br:ko01000	NA	cog:COG5632	NA	NA	ec:3.5.1.28	go:0008745	NA	NA	NA	pmid:7921239	rc:RC00064;rc:RC00141	rn:R04112	NA	NA	xlyAB; N-acetylmuramoyl-L-alanine amidase
Unknown_BF302-01R0003_00657	K00826	br:ko00001;br:ko01000;br:ko01007	NA	cog:COG0115	ds:H02546	NA	ec:2.6.1.42	go:0004084	md:M00019;md:M00036;md:M00119;md:M00570	NA	path:ko00270;path:ko00280;path:ko00290;path:ko00770;path:ko00966;path:ko01100;path:ko01110;path:ko01210;path:ko01230;path:ko01240;path:map00270;path:map00280;path:map00290;path:map00770;path:map00966;path:map01100;path:map01110;path:map01210;path:map01230;path:map01240	pmid:12670965	rc:RC00006;rc:RC00025;rc:RC00036	rn:R01090;rn:R01214;rn:R02199;rn:R08622;rn:R08626;rn:R10991	NA	NA	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase
Unknown_BF302-01R0003_00658	K01421	br:ko00001	NA	cog:COG1511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.155	NA	yhgE; putative membrane protein
Unknown_BF302-01R0003_00660	K01421	br:ko00001	NA	cog:COG1511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1.155	NA	yhgE; putative membrane protein
Unknown_BF302-01R0003_00661	K11754	br:ko00001;br:ko01000	NA	cog:COG0285	NA	NA	ec:6.3.2.12;ec:6.3.2.17	go:0004326;go:0008841	md:M00126;md:M00841	NA	path:ko00790;path:ko01100;path:ko01240;path:map00790;path:map01100;path:map01240	pmid:15705579;pmid:7798151	rc:RC00064;rc:RC00090;rc:RC00162	rn:R00942;rn:R02237;rn:R04241	NA	NA	folC; dihydrofolate synthase / folylpolyglutamate synthase
Unknown_BF302-01R0003_00663	K01267	br:ko00001;br:ko01000;br:ko01002;br:ko04131	NA	cog:COG1362	NA	NA	ec:3.4.11.21	NA	NA	NA	NA	pmid:16367759;pmid:9632644	NA	NA	NA	NA	DNPEP; aspartyl aminopeptidase
Unknown_BF302-01R0003_00665	K03704	br:ko00001	NA	cog:COG1278	NA	NA	NA	NA	NA	NA	NA	pmid:1961761	NA	NA	NA	NA	cspA; cold shock protein
Unknown_BF302-01R0003_00666	K22278	br:ko00001;br:ko01000	NA	cog:COG0726	NA	NA	ec:3.5.1.104	NA	NA	NA	NA	pmid:15961396	NA	NA	NA	NA	pgdA; peptidoglycan-N-acetylglucosamine deacetylase
Unknown_BF302-01R0003_00667	K00533	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:1.12.7.2	go:0008901	NA	NA	NA	pmid:12605255	NA	rn:R00019	NA	NA	E1.12.7.2L; ferredoxin hydrogenase large subunit
Unknown_BF302-01R0003_00668	K24948	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yknZ, yvrN; antimicrobial peptide resistance transport system permease protein
Unknown_BF302-01R0003_00670	K24949	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yknY, yvrO; antimicrobial peptide resistance transport system ATP-binding protein
Unknown_BF302-01R0003_00671	K24950	br:ko00001;br:ko02000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yknX, yvrP; membrane fusion protein, antimicrobial resistance system
Unknown_BF302-01R0003_00672	K14647	br:ko00001;br:ko01000;br:ko01002;br:ko03110	NA	cog:COG1404	NA	NA	NA	NA	NA	NA	NA	pmid:1938892	NA	NA	NA	NA	vpr; minor extracellular serine protease Vpr
Unknown_BF302-01R0003_00673	K07301	br:ko00001;br:ko02000	NA	cog:COG0530	NA	NA	NA	NA	NA	NA	NA	pmid:22287543	NA	NA	tc:2.A.19.5	NA	yrbG; cation:H+ antiporter
Unknown_BF302-01R0003_00674	K11928	br:ko00001;br:ko02000	NA	cog:COG0591	NA	NA	NA	NA	NA	NA	NA	pmid:9453610	NA	NA	tc:2.A.21.2	NA	putP; sodium/proline symporter
Unknown_BF302-01R0003_00675	K21636	br:ko00001;br:ko01000	NA	cog:COG1328	NA	NA	ec:1.1.98.6	NA	NA	NA	path:ko00230;path:ko00240;path:ko01100;path:ko01232;path:map00230;path:map00240;path:map01100;path:map01232	pmid:12655046;pmid:8421692	rc:RC00613	rn:R11633;rn:R11634;rn:R11635;rn:R11636	NA	NA	nrdD; ribonucleoside-triphosphate reductase (formate)
Unknown_BF302-01R0003_00677	K18887	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0003_00678	K18888	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0003_00679	K08281	br:ko00001;br:ko01000	NA	cog:COG1335	NA	NA	ec:3.5.1.19	go:0008936	NA	NA	path:ko00760;path:ko01100;path:ko01240;path:map00760;path:map01100;path:map01240	pmid:8726014	rc:RC00100	rn:R01268	NA	NA	pncA; nicotinamidase/pyrazinamidase
Unknown_BF302-01R0003_00681	K07076	br:ko00001	NA	cog:COG1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07076; uncharacterized protein
Unknown_BF302-01R0003_00682	K14731	br:ko00001;br:ko01000	NA	cog:COG0657	NA	NA	ec:3.1.1.83	NA	NA	NA	path:ko00903;path:ko00930;path:ko01110;path:ko01220;path:map00903;path:map00930;path:map01110;path:map01220	pmid:10543838;pmid:11157238	rc:RC00713;rc:RC00983;rc:RC01505	rn:R03751;rn:R06390;rn:R06391;rn:R06392;rn:R06393	NA	NA	mlhB, chnC; epsilon-lactone hydrolase
Unknown_BF302-01R0003_00685	K03665	br:ko00001;br:ko03009	NA	cog:COG2262	NA	NA	NA	NA	NA	NA	NA	pmid:19109926	NA	NA	NA	NA	hflX; GTPase
Unknown_BF302-01R0003_00687	K00688	br:ko00001;br:ko01000	cazy:GT35	cog:COG0058	ds:H00069;ds:H01760;ds:H01762;ds:H01943;ds:H01944	dr:D04537	ec:2.4.1.1	go:0008184	md:M00855	NA	path:ko00500;path:ko01100;path:ko01110;path:ko02026;path:ko04217;path:ko04910;path:ko04922;path:ko04931;path:map00500;path:map01100;path:map01110;path:map02026;path:map04217;path:map04910;path:map04922;path:map04931	pmid:2877458	NA	rn:R02111	NA	NA	PYG, glgP; glycogen phosphorylase
Unknown_BF302-01R0003_00691	K06407	br:ko00001	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:17573930	NA	NA	NA	NA	spoVAE; stage V sporulation protein AE
Unknown_BF302-01R0003_00692	K06406	br:ko00001	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:22328679	NA	NA	NA	NA	spoVAD; stage V sporulation protein AD
